oracion;palabra;cat_diccionario;y_true;spacy_pos;spacy_dep;y_pred_b1;y_pred_b2;pred_XLM-RoBERTa
A partir del próximo año, los estudiantes tienen dos nuevas opciones para el bachillerato, se trata de agronegocios y serviempresas que será impartido en Ahuachapán, Sonsonate, La Libertad, San Salvador La Paz, Usulután, San Miguel y La Unión.;partir;v;0;NOUN;fixed;1;0;1
Los gobiernos necesitan los impuestos de esas actividades económicas para atender las necesidades de la sociedad y las provocadas por la pandemia.;atender;v;0;VERB;advcl;1;1;0
Según la Comisión Evaluadora, la licitación debe buscar la oferta más ventajosa a los intereses estatales y el bien común y ello no significa que la oferta más barata sea “necesariamente la seleccionada”, pues debe haber requisitos técnicos y financieros, citando una sentencia de la Sala de lo Contencioso Administrativo 57-2009 del 2 de diciembre de 2016.;buscar;v;0;VERB;ROOT;1;1;0
“En los programas y cursos del Instituto Municipal de la Juventud, en un año hemos beneficiado a cerca de 10 mil jóvenes”, dijo Muyshondt.;año;m;0;NOUN;obl;1;1;0
Las autoridades policiales lo acusan de ser miembro de una estructura delincuencial de la zona y de haber disparado contra un grupo de soldados, los cuales reaccionaron y lo asesinaron.;ser;m;0;AUX;cop;1;0;0
Los trabajos de la instalación de la pasarela iniciaron el 12 de junio, para conectar la torre principal del hospital Bloom, con el anexo.;conectar;v;0;VERB;advcl;1;1;1
Las bases del propio partido han demostrado, con su rechazo a elegir a reconocidos dirigentes como diputados, que no están contentos con su dirección.;partido;m;0;NOUN;nmod;1;1;0
Según la policía, el muerto habría sacado un arma de fuego, donde se habría originado el tiroteo.;tiroteo;m;0;NOUN;nsubj;1;1;0
Mucho, y con mucho tino, se ha escrito por cinco años en esta Sección, sobre indisciplinas, pérdida de valores y la necesidad de restablecer la primera y rescatar los segundos, y por lógica, y con más fuerza, ambos temas serán recurrentes en el futuro.;cinco;m;0;NUM;nummod;1;0;0
"La Fiscalía General de la República (FGR) también practicó los reconocimientos de los cadáveres de Julio César N., un supuesto pandillero, ocurrido en la colonia Guadalupe de San Julián, Sonsonate; y otro crimen, en el cantón Cujuapa de  Armenia.";colonia;f;0;NOUN;obl;1;1;0
Lima sospecha que la misma estructura criminal que le dio muerte a la abogada, también participó en el crimen contra el custodio Carpio Rosales, ayer en la mañana.;lima;f;0;PROPN;nsubj;1;1;0
“Estamos transformando no solo la visión del país, estamos repotenciando zonas que estuvieron olvidadas, La Unión se va a convertir en un pilar muy importante del turismo y la generación de empleos”, expresó el diputado Soriano.;visión;f;0;NOUN;obj;1;1;0
"El ministro de Gobernación, Mario Durán dijo que prevén esta situación debido a la condición que se encuentran los suelos por la acumulación de lluvia, por lo que insistió que la ""situación puede ser incluso más caótica"".";situación;f;1;NOUN;obj;1;1;0
El Río Grande de San Miguel se desbordó y afectó a las colonias como: Jardines del Río, Jardines del Volcán, Colonia Carrillo, calle Elizabeth, Colonia San Pablo caserío Altamiz, además de inundación de la carretera del Litoral, zona de Santa Fidelia y La Canoa.;colonia;f;1;PROPN;conj;1;1;1
Al finalizar la audiencia preliminar, el juez resolvió que fueran enviados a juicio, solo por trata de personas: Yeni Magali Ávalos Contreras, Yuri Elizabeth Landaverde, Nelson Jonathan Pérez Moreira, y Gladys Elizabeth Hernández, por los dos ilícitos en perjuicio de la víctima con clave “Cristal”.;clave;f;0;NOUN;nmod;1;1;0
Según el alcalde, vendedores se trasladarán a los mercados municipales Dueñas y Central.;central;m;0;PROPN;conj;1;1;0
El diputado Dennis Salinas, de Nuevas Ideas, estuvo presente a la conferencia de prensa.;prensa;f;0;NOUN;nmod;1;1;0
Mientras tanto miles de salvadoreños están llegando a los bancos a reclamar su bono, muchos de ellos incluso desconociendo si son candidatos para recibir el beneficio continúan realizando largas filas.;recibir;v;0;VERB;acl;1;1;0
"Conjugan perfectamente uno al lado del otro, en una armonía que sensibiliza y moviliza a los buenos cubanos hacia una voluntad a la que hemos sido llamados; se han escrito bajo una inteligente reflexión y ya lo dijo el Apóstol ""pensar es servir"".";bajo;m;0;ADP;case;1;0;0
Además dijo que   y por ley de la Corte de Cuenta   y ¿cómo fue que supo todo lo que dijo?, también recordó a Anzora que él  es magistrado de la Cámara de Segunda Instancia, que es  , y por sus declaraciones  Cuando termina el proceso en una de las siete direcciones de auditoría de la Corte de Cuenta pasa a la Cámara de Primera Instancia donde los jueces de cuentas emiten una resolución y posteriormente, el aludido, si no está de acuerdo puede llegar a ejercer su defensa a la Cámara de Segunda Instancia compuesta por tres magistrados y él es uno de ellos.;siete;m;0;NUM;nummod;1;0;0
El conductor fue detenido y los tres agentes fueron trasladados a un centro asistencial.;centro;m;0;NOUN;obl;1;1;0
Lima sospecha que la misma estructura criminal que le dio muerte a la abogada, también participó en el crimen contra el custodio Carpio Rosales, ayer en la mañana.;contra;f;0;ADP;case;1;0;0
De allí la incapacidad de los diputados para alcanzar acuerdos con base al interés común, de contar con un Procurador independiente de cualquier instituto político, y comprometido con una cultura de los derechos humanos que tanta falta hace en el país.;base;f;0;NOUN;nmod;1;1;0
"La llegada de la ayuda es clave, ya que en la ciudad ""el sufrimiento humano es inmenso"", denunció el Comité Internacional de la Cruz Roja, que advirtió del ""peor escenario"".";roja;f;0;PROPN;flat;1;1;0
La radio será la plataforma con la que el Ministerio de Educación (Mined) buscará r  y también ante la carencia de acceso a internet.;plataforma;f;0;NOUN;ROOT;1;1;0
En cambio, el volumen importado aumentó un 11.8 %, al pasar de los 138 millones de kilogramos a 154.3 millones para abril de 2022.;volumen;m;0;NOUN;nsubj;1;1;0
Este suceso se produce en un contexto de fuertes críticas a Catar, organizador del Mundial, por el incumplimiento de derechos fundamentales, sobre todo en relación con el colectivo LGBT+, en un país en el que la homosexualidad está perseguida judicialmente.;sobre;m;0;ADP;advmod;1;0;0
La ley también creaba el Consejo para la Enseñanza y Aprendizaje Académico de las prácticas clínicas, regulado por el Ministerio de Salud, Educación, Universidades, Consejo Superior de Salud Pública, Junta de Vigilancia de la Profesión Médica, Comando de Sanidad Militar, Instituto Salvadoreño del Seguro Social y el Instituto Salvadoreño de Rehabilitación de Inválidos.;social;m/f;0;PROPN;flat;1;1;0
En el proceso penal iniciado contra más de 500 capturados, el pasado 15 de febrero, como parte de la Operación Cuscatlán, el testigo criteriado “Noé” reveló hechos y planes de la MS-13 para fortalecerse y contrarrestar  los planes gubernamentales.;contra;f;0;ADP;case;1;0;0
La víctima tenía seis años de haber llegado a residir a esa zona.;zona;f;0;NOUN;obl;1;1;0
En junio pasado, 130 puntos de venta establecidos en los alrededores del ex cine Libertad, en la sexta avenida sur, entre la cuarta y la sexta calle poniente, liberaron de forma voluntaria dichas arteria y aceptaron ser ubicados cerca de la zona, con el fin de generar mayor flujo vehicular en este punto que conecta hacia la plaza Libertad.;calle;f;0;NOUN;conj;1;1;1
Esta llegó a los 32, cuando Rodrigo Bentancur tomó un balón en su campo, salió despedido hacia el área lusa, dejó a dos rivales por el camino en la media luna y el portero Diogo Costa le achicó y le tapó el remate.;media;f;0;NUM;nummod;1;0;0
La magistrada aseguró que por el momento se encuentran en pláticas con la Dirección de Organización Electoral (DOE) y Dirección de Registro Electoral.;registro;m;0;PROPN;flat;1;1;0
Esa suma millonaria fue trasladada a cuentas de particulares en el Banco Hipotecario a nombre de Francisco Rodríguez Arteaga, exgerente financiero de Casa Presidencial, y Pablo Gómez, excontador institucional, “quienes aparentemente movieron ese dinero a través de cheques bajo una completa violación a la normativa administrativa que establece la forma y el manejo de los fondos públicos”, explicó el fiscal De esa manera se lavó el dinero, haciendo uso del sistema financiero, de prestanombres o testaferros que sirvieron para encubrir el origen ilícito, el uso de empresas, la simulación de contratos para tratar de dar una apariencia que el dinero era procedente de un contrato o una relación contractual, lo cual no era cierto, explicó uno de los fiscales.;casa;f;0;PROPN;nmod;1;1;0
En los cinco días de vacaciones se han realizado 3,923 pruebas de alcotest.;cinco;m;0;NUM;nummod;1;0;0
El nefrólogo mexicano Raúl Borrego Gaxiola recomendó crear una base de datos genéticos para aplicar la ley de trasplante.;base;f;0;NOUN;obj;1;1;0
“Por responsabilidad debemos hacer un análisis, darle más tiempo a esto, estamos hablando de tomar en cuenta lo que han establecido como un indulto para poder determinar si las personas van a salir y van a incursionar en la sociedad, debemos estar un poco más seguro de lo que vamos a hacer, creo que debemos hacer un análisis más profundo, responsablemente”, afirmó en esa reunión en la cual la Comisión no rechazó los indultos aprobados por la CSJ.;incursionar;v;1;VERB;conj;1;1;0
La víctima, identificada como Denys Alexis Reyes Chávez, se encontraba de licencia en su casa de habitación, ubicada en el Cantón Piedras Pachas, El Tránsito, San Miguel.;casa;f;0;NOUN;obl;1;1;0
Muyshondt presentó ayer el informe de su primer año de gestión y aseguró que ha realizado “13,527 acciones en beneficio de nuestra gente y 2,800 pequeñas y grandes obras que han mejorado la vida de todos nuestros habitantes y visitantes.;año;m;0;NOUN;nmod;1;1;0
"El 8 de abril, la Asociación de Pediatría de El Salvador alertó del aumento de los casos de paperas, a través de un comunicado, y llamó a los padres de familia a prevenir la enfermedad con la aplicación de la vacuna triple viral Sarampión, Rubéola y Paperas (SPR, por sus siglas en inglés); sin embargo, al ser cuestionado por la situación, el entonces viceministro de salud, Julio Robles Ticas, dijo que la situación no era alarmante.";situación;f;0;NOUN;obj;1;1;0
Preocupa entonces el interés de manipular esta elección para que esos requisitos se hagan de lado y se prefiera a futuros magistrados obedientes a la partidocracia y sin los méritos suficientes para ocupar tan altos cargos.;ocupar;v;0;VERB;acl;1;1;0
El tamaño del Gobierno Central crece en $46.9 millones la planilla salarial y $49.4 millones más en remuneraciones.;planilla;f;0;NOUN;obj;1;1;0
Cinco minutos más tarde el lateral Nuno Mendes, que había estado en duda por una dolencia, cayó sólo al piso y pidió el cambio.;piso;m;0;NOUN;nmod;1;1;0
Al darse a conocer el hecho, los Funes quedan inhabilitados para ejercer cualquier cargo público por un período de diez años y deberán devolver el dinero obtenido por el enriquecimiento ilícito.;diez;m;0;NUM;nummod;1;0;0
Las autoridades arrestaron la noche de este miércoles a tres presuntos miembros de pandilla, quienes delinquían en una de las paradas de buses de la colonia Popotlán, en Apopa, vestidos como agentes de la Policía Nacional Civil (PNC).;tres;m;0;NUM;nummod;1;0;0
Eso significa que   lo que plantea problemas de privacidad.;privacidad;f;0;NOUN;nmod;1;1;0
Ayer mismo, el gobierno confirmó que recibió a dos jóvenes provenientes de Beijing, China, por quienes se activaron los protocolos de emergencia para ponerlos en cuarentena y descartar que son portadores del coronavirus.;china;f;0;PROPN;conj;1;1;0
Voces de la sociedad civil han demandado en los últimos días transparencia en las compras estatales durante la emergencia, un pedido que expresa una preocupación general de los salvadoreños por el uso correcto de fondos en estos tiempos tan díficiles.;emergencia;f;0;NOUN;obl;1;1;0
Al grupo, la PNC reporta que les incautó tres escopetas, tres revólveres, un chaleco antibalas, gorros pasamontañas y munición.;les;pron;1;PRON;obj;1;1;0
Dicho problema es más grave en la zona rural del país, asegura Rovira.;rural;f;0;ADJ;amod;1;0;0
Aunque Pignato ha sido acusada, el Ministerio Público no ha girado orden de captura en su contra.;orden;f;0;NOUN;obj;1;1;0
El Fiscal también explicó que Élmer Charlaix será el único de los imputados cuyos bienes serán perseguidos a través de la vía civil y no por extinción de dominio porque existe una condena en su contra por enriquecimiento ilícito y la Sala de lo Constitucional prohibió la doble persecusión.;contra;f;0;NOUN;nmod;1;1;0
Desde el presidente de los Estados Unidos hasta varios alcaldes de municipios grandes y pequeños de El Salvador han hecho el ridículo con anuncios antojadizos en tiempos de pandemia, sin tomar en cuenta las recomendaciones de los médicos o de los científicos.;tomar;v;0;VERB;advcl;1;1;0
lo que es atribuido por el gobierno a un plan de seguridad que se impulsa, informó este sábado la policía.;plan;m;0;NOUN;obj;1;1;0
“Los diabéticos tienen una letalidad de cinco, los hipertensos de cuatro, la enfermedad renal tiene una letalidad de 12, es altísima la muerte por enfermedad renal y sobre todo prematura”, explicó.;cinco;m;0;NUM;nummod;1;0;0
Además está vinculado al delito de lavado de dinero por el que fue condenado a cinco años y 22 por secuestro.;lavado;m;0;ADJ;nmod;1;0;0
"En una conversación en línea con el rapero puertorriqueño, René Pérez Joglar, ""Residente"", el presidente de la República de El Salvador, Nayib Bukele, dijo que su gobierno planea graduar a los médicos y enfermeras que están en sus últimos años de estudios.";línea;f;0;NOUN;nmod;1;1;0
El Juzgado Especializado de Sentencia “A”, de San Salvador, absolvió a 32 pandilleros de la Mara Salvatrucha de la colonia Vista al Lago, en Ilopango, acusados de 22 homicidios, entre ellos, de cuatro soldados que fueron desaparecidos, asesinados y enterrados en un cementerio clandestino del lugar, en 2016.;colonia;f;0;NOUN;nmod;1;1;0
Estados Unidos aún es el país que más aporta visitantes a El Salvador, sin embargo, la dinamización de los turistas de este país están lejos del crecimiento hondureño.;crecimiento;m;0;NOUN;obl;1;1;0
Los magistrados trabajarán un nuevo programa de género del Plan General de Elecciones (Plagel).;programa;m;0;NOUN;obj;1;1;0
"Etienne, señaló que el 2021 “ha sido peor que el año pasado"" en cuanto al desarrollo del covid-19: en diversos países de las Américas, las infecciones se encuentran al alza.";alza;f;0;NOUN;obl;1;1;0
El megaproyecto cuenta con 19 motores de combustión interna a base de gas natural, una turbina de vapor de 28 megavatios y una infraestructura para GLN que incluye la terminal flotante de almacenamiento y regasificación (FSRU por sus siglas en inglés) BW Tatiana.;base;f;0;NOUN;fixed;1;1;1
En total son siete médicos especialistas en salud pública, infectólogo y epidemiólogos, quienes estarán a cargo de una plataforma digital, que según el presidente del Colegio Médico, Milton Brizuela, el objetivo es aportar al combate de la pandemia, desde el fundamento científico.;plataforma;f;0;NOUN;acl;1;1;0
Los cubanos tenemos fama en todo el mundo de ser un pueblo educado, respetuoso, alegre y con un alto nivel de instrucción.;ser;m;0;AUX;cop;1;0;0
El Tribunal Supremo Electoral (TSE) no ha publicado información pública que debe divulgar de manera oficiosa, relacionada a las contrataciones que realiza, las adquisiciones, sus actas de reunión y los acuerdos tomados por el pleno.;manera;f;0;NOUN;obl;1;1;0
Las compras de implementos e insumos para el sector de farmacéutica incluso es menor que hace un año, en abril del 2021 se importaron 37.2 millones de kilogramos, por $103.6 millones, una disminución del 10.5 % en volumen y 12.3 % en el dinero de inversión.;año;m;0;NOUN;obj;1;1;0
La víctima les reclamó que ese no era el trato pactado, entonces llegaron otras mujeres para someterla y amarrarla, al mismo tiempo tomaron un algodón y lo mojaron con un líquido, luego lo envolvieron con una gaza y se lo introdujeron en sus genitales, diciéndole que era para que no tuviera problemas cuando tuviera relaciones sexuales.;les;pron;0;PRON;iobj;1;1;0
“En el 2014, solo de enfermedad renal terminal, teníamos más de 3, 600 (pacientes) y eso es porque simple y sencillamente no hay más camas para atender a pacientes, muchos de ellos mueren por no tener tratamiento”, dijo.;atender;v;0;VERB;advcl;1;1;0
La Fiscalía General de la República (FGR) decomisó este miércoles, 25 propiedades y dos productos financieros a nombre del expresidente de la Asamblea Legislativa, Sigfrido Reyes, y otros acusados vinculados a una red de lavado de dinero.;lavado;m;0;ADJ;amod;1;0;0
Asimismo sugería reubicar la terminal de oriente en las cercanías de Apopa o en la parte oriente de Soyapango (donde se encuentra actualmente Plaza Amanecer), de igual forma recomendaba mover la terminal de occidente a Ciudad Merliot,  reubicar el mercado La Tiendona en la carretera Quezaltepeque- Apopa y construir una terminal de carga en la parte norte del AMSS.;reubicar;v;1;VERB;xcomp;1;1;1
El caos que se apoderó el lunes de las agencias bancarias y del Centro de Atención por Demanda (CENADE) para conocer si era candidato a recibir el bono se disolvió ayer.;recibir;v;0;VERB;acl;1;1;0
“Yo tengo que calificar a mi proveedor de materia prima, no solo puedo comprar a cualquiera, luego tengo que estabilizar mis productos en base a esa materia prima”, añadió.;base;f;0;NOUN;fixed;1;1;0
Además, otras dos personas resultaron heridas durante el ataque en contra del joven.;contra;f;0;NOUN;fixed;1;1;0
La aplicación tendrá una capacidad para más de tres millones de usuarios, explicó Meléndez.;tres;m;0;NUM;nummod;1;0;0
Pues los esclavistas siempre trataban de mostrar su poder porque así trataban a todos sus subordinados, sirvientes, deudores, prisioneros de guerra”, lo que les permitía abusar de los indígenas de los pueblos de indios, ladinos, mulatos y africanos.;les;pron;0;PRON;iobj;1;1;0
"""Creemos que esta situación ya no puede continuar de esta manera, por eso es que estamos exhortando a los diputados de la Asamblea Legislativa para que este día tomen consciencia de la importancia que significa invertir en educación"", dijo Francisco Zelada.";situación;f;0;NOUN;nsubj;1;1;0
El movimiento Defensa Ciudadana de la Democracia (Decide) pidió al tribunal del caso del expresidente Antonio Saca haga “correcciones proporcionales y acordes al enorme daño ocasionado al país”, al manifestarse contra el proceso abreviado de condena que recibirá el expresidente.;defensa;f;0;PROPN;appos;1;1;0
"El fiscal general Douglas Meléndez denunció el pasado 12 de julio que tanto su persona, como la institución, están siendo víctimas de amenazas y de una conspiración; incluso dijo que “algunos personajes” pagan trolles para desprestigiar el trabajo fiscal, dijo Meléndez.";trabajo;m;0;NOUN;obj;1;1;0
Esta llegó a los 32, cuando Rodrigo Bentancur tomó un balón en su campo, salió despedido hacia el área lusa, dejó a dos rivales por el camino en la media luna y el portero Diogo Costa le achicó y le tapó el remate.;luna;f;0;NOUN;nmod;1;1;0
Además, se espera el cielo se presente de poco a medio nublado y que el cima esté muy cálido durante el día y fresco por la noche y madrugada.;medio;m;0;NOUN;fixed;1;1;0
Pienso que se debería felicitar públicamente a la periodista Leydi Torres Arias no solo por denunciar la violación laboral cometida por ese chofer de Astro, sino también por su valentía al oponerse al infractor hasta darle una solución positiva al atropello que tal violación significó para los pasajeros del ómnibus.;chofer;m;1;NOUN;obj;1;1;0
La Fiscalía General del Estado de Quintana Roo, en la Rivera Maya de México, descartó que este lunes se registrara algún tiroteo en el Aeropuerto Internacional de Cancún, después que las autoridades portuarias evacuaran a cientos de pasajeros.;tiroteo;m;0;NOUN;nsubj;1;1;0
El volante del Tottenham, que a los seis minutos recibió la amarilla de parte del árbitro iraní Alireza Faghani, comandaba la presión sobre la salida portuguesa y los llevaba a jugar para atrás.;presión;f;0;NOUN;obj;1;1;0
En ese hecho ocurrido a principios de enero, en la colonia Escalón, el hijo del militar resultó herido, mientras que su escolta murió.;colonia;f;1;NOUN;obl;1;1;0
"En redes sociales ha circulado que dentro de unos meses el costo por ingresar a la Puerta del Diablo será de $1.50, compartiendo, con esta información, un video del presidente del Istu, José Álvaro Cornejo, en donde indica que hay un proyecto que se puede llevar a cabo en esta zona y que se haría el cobro indicado por llegar a los tres lugares del Complejo; sin embargo, la misma fuente asegura que las declaraciones fueron sacadas de contexto.";cabo;m;0;NOUN;compound;1;1;0
El presente año estaría finalizando con una reducción del 27 % de los homicidios, anunció ayer el ministro de Justicia y Seguridad Pública, Mauricio Ramírez Landaverde, al presentar un informe.;presentar;v;0;VERB;advcl;1;1;0
El llamado de Raúl el 7 de julio para librar la batalla en contra de la indisciplina, pérdida de valores éticos y el irrespeto a las buenas costumbres, entre otros problemas, debe estar dirigido a combatir las causas que han venido provocando tal deterioro del comportamiento de muchos cubanos, inclusive de personas integradas a la Revolución.;llamado;m;1;ADJ;nsubj;1;0;0
Aunque una buena parte de los trabajadores, sobre todo público y municipal, se encuentran en vacaciones desde el sábado pasado mientras que los privados descansan desde este miércoles 13.;sobre;m;0;ADP;advmod;1;0;0
El cierre incluye los tres carriles, sentido norte-sur, es decir, los carriles que conducen desde la Universidad de El Salvador (UES) hacia los centros comerciales, desde el tramo de la 25 avenida Norte, hasta la 23 calle Poniente.;calle;f;0;NOUN;nmod;1;1;1
Sin embargo, la realidad que hoy estamos viviendo nos obliga a reflexionar sobre muchos aspectos negativos que nos están golpeando y que han obligado a nuestro Presidente Raúl Castro a pronunciar un medular discurso el 7 de julio de este año, en la Asamblea Nacional del Poder Popular.;año;m;0;NOUN;nmod;1;1;0
El animal tenía quemaduras en la mitad de su hocico, en parte de su pelaje, en una oreja, en el contorno de sus ojos y en sus plantares.;oreja;f;0;NOUN;obl;1;1;0
“Este sentido, es vital que autoridades, aerolíneas y clientes pongamos nuestro grano de arena para hacer de esta una temporada exitosa”, señaló Rolando Damas, director de Ventas de Avianca para Norteamérica, Centroamérica y el Caribe.;sentido;m;0;NOUN;nsubj;1;1;0
“Las provincias orientales de la Gobernación de Guatemala pobladas en forma notoria en muchos lugares por una categoría especial de ladinos salvadoreños, que en estas provincias podían tenerse de manera palmaria como mulatos o pardos”, indica en la misma publicación el historiador Pedro Antonio Escalante Arce, cuya introducción también destaca que para 1807 el intendente Antonio G?utiérrez y Ulloa describe en el censo que “había ciudades y pueblos que ofrecían un panorama de atractiva presencia africana entre su pobladores.;africana;f;0;ADJ;amod;1;0;0
"Otro de los problemas que ""tenemos de la pesca a nivel mundial, o de la pesca artesanal, es que no tenemos seguro social para el pescador, no hay un protocolo de seguridad en el mar”, puntualizó Romero.";social;m/f;0;ADJ;obj;1;0;0
"Otro de los problemas que ""tenemos de la pesca a nivel mundial, o de la pesca artesanal, es que no tenemos seguro social para el pescador, no hay un protocolo de seguridad en el mar”, puntualizó Romero.";mundial;m;0;ADJ;amod;1;0;0
Además, la comuna, a través de un comunicado, informó que la construcción del mercado Hula Hula  se prevé finalice el próximo año, y permitirá que miles de vendedores de la calle Rubén Dario pasen de la informalidad a la formalidad con este proyecto.;calle;f;0;NOUN;nmod;1;1;0
De acuerdo con la denuncia, les están aplicando las mismas medidas extraordinarias a las cuales están sometidos los pandilleros de siete penales para evitar que sigan ordenando homicidios y extorsiones.;les;pron;0;PRON;obj;1;1;0
No estamos en presencia de un problema que solo afecta a personas de mala conducta social.;social;m/f;0;ADJ;amod;1;0;0
Supuestamente, el papá del niño fallecido quiso saber del estado de salud de hijo y fue al hospital a preguntar, ahí le informaron que no había registro de ningún bebé y por eso Méndez planeó robar al otro menor.;ahí;adv;0;ADV;advmod;1;0;0
Agregó que el año pasado recibieron dos mil 246 denuncias, mientras que este año llevan 1,571 casos, es decir, 675 menos.;año;m;0;NOUN;obl;1;1;0
La depresión tropical Tres se han convertido en tormenta tropical Cristóbal y se encuentra actualmente sobre la bahía de Campeche, en México, anunció el Centro nacional de Huracanes de Estados Unidos (NHC).;centro;m;0;PROPN;nsubj;1;1;1
La doctora afirmó que en el último quinquenio se realizaron entre dos y tres trasplantes de riñones en el sistema público de salud y adelantó que durante el foro se discutirán montos para implementar en el país un programa de donador fallecido.;implementar;v;0;VERB;acl;1;1;0
Entre los asistentes a la convocatoria de hoy llegó Lady Drag, un ícono del descontento social en las últimas protestas en El Salvador, creado por el artista salvadoreño Marvin Pleitez.;artista;m/f;0;NOUN;obj;1;1;0
La aerolínea Avianca espera durante el feriado por Semana Santa.;feriado;m;0;NOUN;obl;1;1;1
Protección Civil también informó que durante la implementación del Plan Divino Salvador 2018 se han atendido 97 rescates y 10 incendios.;plan;m;0;PROPN;nmod;1;1;0
No veo avances aquí”, dijo Castrillo a este medio.;aquí;adv;0;ADV;advmod;1;0;0
Ante esta situación, Protección Civil reiteró que “es indispensable vigilar permanentemente las viviendas que se encuentren cerca de paredones y las comunidades que residen cerca de ríos de rápido crecimiento para evitar más muertes”.;situación;f;0;NOUN;obl;1;1;0
Para este viernes, el Juzgado Octavo de Instrucción de San Salvador había programado rendir su resolución en contra de 11 acusados entre ellos la exprimera dama Vanda Pignato, el exsecretario de Comunicaciones de la Presidencia David Rivas, y tres exempleados de Casa Presidencial, pero diligencia se suspendió porque José Miguel Menéndez Avelar, conocido como “Mecafé” no fue trasladado del penal La Esperanza, y ser reportado enfermo.;rendir;v;0;VERB;xcomp;1;1;0
Citada por ACI Prensa, Sara Larín, presidenta de la Fundación VIDA SV, rechaza la eliminación del “derecho prioritario de los padres a educar a sus hijos” en la nueva Ley Crecer Juntos, así como las disposiciones en las que se delega al Estado como responsable de garantizar la educación integral de la sexualidad y en las que indican que se fomentarían “las relaciones sociales y sexuales respetuosas”.;prensa;f;0;PROPN;flat;1;1;0
A partir del 22 de julio del presente año, los camiones particulares de pasaje con ruta Las Tunas-Manatí han subido sus tarifas de $5.00 a $10.00.;subido;m;0;VERB;ROOT;1;0;1
La diputada Suecy Callejas, de Nuevas Ideas, secundó los planes: dijo que debe haber un solo plan nacional de educación “que se cumpla” y “una sola estrategia de inversión en el presupuesto en educación”.;plan;m;0;NOUN;obj;1;1;0
Hace algunos días me comentaba un familiar lo difícil que resulta recibir servicios en algunos establecimientos en determinados horarios, lo cual, en dichos casos, resulta contradictorio con los anuncios de que estos se prestan las 24 horas del día.;recibir;v;0;VERB;xcomp;1;1;0
Sim embargo, el arzobispo de San Salvador, José Luis Escobar Alas el pasado fin de semana sentó posición diciendo que los archivos sobre la guerra se han clasificado y no permitirán la inspección.;sobre;m;0;ADP;case;1;0;0
En junio pasado, 130 puntos de venta establecidos en los alrededores del ex cine Libertad, en la sexta avenida sur, entre la cuarta y la sexta calle poniente, liberaron de forma voluntaria dichas arteria y aceptaron ser ubicados cerca de la zona, con el fin de generar mayor flujo vehicular en este punto que conecta hacia la plaza Libertad.;ser;m;0;AUX;aux;1;0;1
Organizaciones de derechos humanos exigieron a los diputados que conforman la Comisión Ad-hoc que estudiará una Ley de Reconciliación Nacional, excusarse de ser parte de la misma por haber participado de manera directa o indirecta en los crímenes de guerra.;ser;m;0;AUX;cop;1;0;0
En agosto de 2018 (23 años después) fue inaugurada la nueva terminal de oriente.;terminal;m;0;NOUN;nsubj;1;1;0
Nelson, invitó por primera vez a los miembros y a otras personas a participar en un ayuno mundial el viernes 10 de abril, para pedirle al Señor “sanación física y espiritual” en respuesta al COVID-19.;mundial;m;0;ADJ;amod;1;0;0
"Sobre el basurero del reparto Aldabó a lo largo de una cuadra en la orilla del río, el periódico ha tenido la amabilidad de publicar dos cartas, una el 26 de octubre del 2012 y otra el 26 de junio del presente año, y la respuesta que han dado los organismos responsables, entre ellos Comunales, Salud Pública y Recursos Hidráulicos, ha sido nula; han desplegado una ofensiva de recogida movilizando buldózeres, carretas y camiones, por una vez, pero todo sigue igual o peor.";reparto;m;1;NOUN;nmod;1;1;0
“Vemos con profunda indignación que el caso del expresidente Elías Antonio Saca se esté tramitando de una forma que, si bien se apega a los resquicios establecidos en la ley, no responde a la imperante necesidad de la sociedad salvadoreña de vivir en un país donde los funcionarios que abusen del poder y roben al Estado, respondan apropiadamente por sus delitos”, expresó en un comunicado.;comunicado;m;0;NOUN;obl;1;1;0
Las lluvias de la tormenta tropical 14 azotaron, en primera instancia, la zona oriental del país y al desplazarse, la zona occidental, inundando los municipios costeros y más vulnerables.;zona;f;0;NOUN;obj;1;1;0
Simeduco llamó a los padres de familia a la concientización, pues se han dado casos en el sistema público en el que el estudiante es enviado a clases a pesar de tener un familiar contagiado por covid-19.;dado;m;0;VERB;advcl;1;0;0
Para este viernes, el Juzgado Octavo de Instrucción de San Salvador había programado rendir su resolución en contra de 11 acusados entre ellos la exprimera dama Vanda Pignato, el exsecretario de Comunicaciones de la Presidencia David Rivas, y tres exempleados de Casa Presidencial, pero diligencia se suspendió porque José Miguel Menéndez Avelar, conocido como “Mecafé” no fue trasladado del penal La Esperanza, y ser reportado enfermo.;diligencia;f;0;NOUN;nsubj;1;1;0
Desde el incendio en San Miguelito, apuntó Chavarría, decenas de alcaldías de San Salvador y el interior del país han solicitado a Bomberos apoyo para desarrollar estos planes de emergencia.;interior;m;1;NOUN;conj;1;1;0
La dirigencia del FMLN no se ha pronunciado sobre los señalamientos de manejo de fondos gestionados políticamente y usados en privado por dirigentes y militantes.;dirigencia;f;0;NOUN;nsubj;1;1;0
