oracion;palabra;cat_diccionario;y_true;spacy_pos;spacy_dep;y_pred_b1;y_pred_b2
"Ante la interrogante de televidentes de Frente a Frente de Telecorporación Salvadoreña sobre la capacidad de algunos docentes para desarrollar clases virtuales, Arias respondió que ""debemos recordar que la pandemia nos ha hecho transitar hacia un nuevo modelo de enseñanza-aprendizaje y que el proceso de educación debe ser un proceso de construcción social, no es lo mismo recibir clases a través de un computador de una pantalla, que recibir las clases en interacción con compañeros estudiantes y profesor mismo"", argumentó el rector.";recibir;v;0;VERB;csubj;1;1
El Tribunal Quinto de Sentencia   para el próximo lunes, la lectura del fallo del juicio en contra de los exdirectores de Centros Penales, Nelson Rauda y Rodil Hernández, ambos acusados de los delitos de actos arbitrarios y administración fraudulenta en el caso de las tiendas institucionales.;fallo;m;0;NOUN;nmod;1;1
El Tribunal Quinto de Sentencia   para el próximo lunes, la lectura del fallo del juicio en contra de los exdirectores de Centros Penales, Nelson Rauda y Rodil Hernández, ambos acusados de los delitos de actos arbitrarios y administración fraudulenta en el caso de las tiendas institucionales.;contra;f;0;NOUN;fixed;1;1
Los jueces argumentaron el retraso para dar su fallo, que aún no han terminado de valorar la abundante prueba ofrecida tanto por Fiscalía como por abogados defensores como para arribar a un resultado.;dar;v;0;VERB;advcl;1;1
Los jueces argumentaron el retraso para dar su fallo, que aún no han terminado de valorar la abundante prueba ofrecida tanto por Fiscalía como por abogados defensores como para arribar a un resultado.;fallo;m;0;NOUN;obj;1;1
Los jueces argumentaron el retraso para dar su fallo, que aún no han terminado de valorar la abundante prueba ofrecida tanto por Fiscalía como por abogados defensores como para arribar a un resultado.;arribar;v;1;VERB;advcl;1;1
“Es importante que el Tribunal se tome el tiempo para fundamentar de buena manera la decisión que va a tomar”, afirmó el fiscal Omar Aguilar.;manera;f;0;NOUN;obl;1;1
“Es importante que el Tribunal se tome el tiempo para fundamentar de buena manera la decisión que va a tomar”, afirmó el fiscal Omar Aguilar.;tomar;v;0;VERB;acl;1;1
La defensa ha alegado en todo el juicio que en este caso, la única víctima no se presentó para mostrarse como parte ofendida y eso le reduce la fuerza a la acusación de Fiscalía.;defensa;f;0;NOUN;nsubj;1;1
Del otro lado, la expectativa de la defensa es “positiva”, afirmó Chacón, tras estimar que la defensa ha aportado todos los elementos de prueba de descargo y “consideramos que el resultado para nosotros va a demostrar las imputaciones hechas no son ciertas”.;defensa;f;0;NOUN;nmod;1;1
Del otro lado, la expectativa de la defensa es “positiva”, afirmó Chacón, tras estimar que la defensa ha aportado todos los elementos de prueba de descargo y “consideramos que el resultado para nosotros va a demostrar las imputaciones hechas no son ciertas”.;defensa;f;0;NOUN;nmod;1;1
La Fiscalía acusa a los exdirectores de haber tomado el dinero que la familia de los reos aportaban para las tiendas institucionales, para pagar servicios de inteligencia, sobresueldos, bonificaciones, otorgar préstamos al personal y otros que la Ley de las tiendas institucionales prohíbe,  Tres pericias financieras realizadas a la administración de tiendas institucionales en las dos administraciones del FMLN determinaron que se extrajeron $208 mil para fines que no eran para beneficios de tiendas institucionales y que en todo caso se debieron cubrir con el presupuesto de Centros Penales.;tres;m;0;NUM;nummod;1;0
La Fiscalía acusa a los exdirectores de haber tomado el dinero que la familia de los reos aportaban para las tiendas institucionales, para pagar servicios de inteligencia, sobresueldos, bonificaciones, otorgar préstamos al personal y otros que la Ley de las tiendas institucionales prohíbe,  Tres pericias financieras realizadas a la administración de tiendas institucionales en las dos administraciones del FMLN determinaron que se extrajeron $208 mil para fines que no eran para beneficios de tiendas institucionales y que en todo caso se debieron cubrir con el presupuesto de Centros Penales.;cubrir;v;0;VERB;conj;1;1
Las temperaturas alcanzadas en la costa y la salinidad reportada hasta este viernes, indican que estaría en desarrollo la “marea roja”, así lo informa en su más reciente boletín del Ministerio de Medio Ambiente y Recursos Naturales (MARN).;roja;f;0;ADJ;amod;1;0
Las temperaturas alcanzadas en la costa y la salinidad reportada hasta este viernes, indican que estaría en desarrollo la “marea roja”, así lo informa en su más reciente boletín del Ministerio de Medio Ambiente y Recursos Naturales (MARN).;boletín;m;0;NOUN;iobj;1;1
Las temperaturas alcanzadas en la costa y la salinidad reportada hasta este viernes, indican que estaría en desarrollo la “marea roja”, así lo informa en su más reciente boletín del Ministerio de Medio Ambiente y Recursos Naturales (MARN).;medio;m;0;PROPN;flat;1;1
La marea roja se caracteriza por la proliferación de una o distintas microalgas y que consiguen teñir las aguas de una tonalidad rojiza, pero que también despliegan toxinas que pueden llegar a ser peligrosas al contaminar moluscos y mariscos durante el desarrollo de la floración e incluso semanas después que esta marea roja termine.;roja;f;0;ADJ;amod;1;0
La marea roja se caracteriza por la proliferación de una o distintas microalgas y que consiguen teñir las aguas de una tonalidad rojiza, pero que también despliegan toxinas que pueden llegar a ser peligrosas al contaminar moluscos y mariscos durante el desarrollo de la floración e incluso semanas después que esta marea roja termine.;ser;m;0;AUX;cop;1;0
La marea roja se caracteriza por la proliferación de una o distintas microalgas y que consiguen teñir las aguas de una tonalidad rojiza, pero que también despliegan toxinas que pueden llegar a ser peligrosas al contaminar moluscos y mariscos durante el desarrollo de la floración e incluso semanas después que esta marea roja termine.;roja;f;0;ADJ;amod;1;0
Autoridades de la Fiscalía General de la República, Policía Nacional Civil y la Fuerza Armada realizan la madrugada de este miércoles un operativo que habría dejado un importante decomiso de droga, informó la Secretaría de Prensa de la Presidencia.;miércoles;sust(m/f)/adj;0;NOUN;nmod;1;1
Autoridades de la Fiscalía General de la República, Policía Nacional Civil y la Fuerza Armada realizan la madrugada de este miércoles un operativo que habría dejado un importante decomiso de droga, informó la Secretaría de Prensa de la Presidencia.;prensa;f;0;PROPN;flat;1;1
El operativo se realiza en en la playa San Marcelino, en la Costa del Sol, departamento de La Paz, y se ha incautado drogas y armas.;playa;f;0;NOUN;obl;1;1
""" Esta estructura es una banda de “tumbadores” (robo de droga) liderada por un sujeto identificado como “el Gordo”, informó la Secretaría a través de su cuenta de Twitter.";banda;f;0;NOUN;ccomp;1;1
En el lugar se encuentran los ministro de Seguridad y Defensa, Gustavo Villatoro y Francis Merino, así como el fiscal Rodolfo Delgado y el director de la PNC, Mauricio Arriaza Chicas.;defensa;f;0;PROPN;conj;1;1
Según el informe, en San Marcelino se han incautado dos camionetas, cuatro armas de grueso calibre, incluyendo un fusil M-16 y una subametralladora, droga, presuntamente cocaína, y hay cinco detenidos.;fusil;m;0;NOUN;obj;1;1
Según el informe, en San Marcelino se han incautado dos camionetas, cuatro armas de grueso calibre, incluyendo un fusil M-16 y una subametralladora, droga, presuntamente cocaína, y hay cinco detenidos.;cinco;m;0;NUM;nummod;1;0
"Etienne, señaló que el 2021 “ha sido peor que el año pasado"" en cuanto al desarrollo del covid-19: en diversos países de las Américas, las infecciones se encuentran al alza.";año;m;0;NOUN;obl;1;1
"Etienne, señaló que el 2021 “ha sido peor que el año pasado"" en cuanto al desarrollo del covid-19: en diversos países de las Américas, las infecciones se encuentran al alza.";alza;f;0;NOUN;obl;1;1
"La directora indicó que  , mientras que la mayor parte del continente registra “un incremento de infecciones"", incluyendo a países como Argentina, Uruguay, Chile, Bolivia y Colombia.";mayor;m;0;ADJ;amod;1;0
"Durante una conferencia,  En el caso de los países centroamericanos explicó que, aunque Costa Rica presenta una disminución en las infecciones; países como  La directora enfatizó que a pesar de la situación en torno a los casos y decesos en el continente americano,   respaldado por pruebas y por rastreo de contagios.";situación;f;0;NOUN;ccomp;1;1
Etienne también se refirió al avance de la vacunación en el continente, catalogando como  Específicamente en Centroamérica clasificó la situación como “aguda”, tras dos millones de personas que han sido inoculadas ante el virus “plenamente”, y;situación;f;0;NOUN;obj;1;1
El juzgado llevó a cabo de forma virtual la audiencia de imputación en contra de los cuatro agentes, tres hombres y una mujer, acusados por el feminicidio de  Según informó la Fiscalía General del Estado de Quintana Roo, el grupo de agentes destacados en la Dirección Municipal de Seguridad Pública y Tránsito de Tulum,  Pero, ¿qué implica este derecho?;cabo;m;0;NOUN;compound;1;1
El juzgado llevó a cabo de forma virtual la audiencia de imputación en contra de los cuatro agentes, tres hombres y una mujer, acusados por el feminicidio de  Según informó la Fiscalía General del Estado de Quintana Roo, el grupo de agentes destacados en la Dirección Municipal de Seguridad Pública y Tránsito de Tulum,  Pero, ¿qué implica este derecho?;contra;f;0;NOUN;fixed;1;1
El juzgado llevó a cabo de forma virtual la audiencia de imputación en contra de los cuatro agentes, tres hombres y una mujer, acusados por el feminicidio de  Según informó la Fiscalía General del Estado de Quintana Roo, el grupo de agentes destacados en la Dirección Municipal de Seguridad Pública y Tránsito de Tulum,  Pero, ¿qué implica este derecho?;tres;m;0;NUM;nummod;1;0
El juzgado llevó a cabo de forma virtual la audiencia de imputación en contra de los cuatro agentes, tres hombres y una mujer, acusados por el feminicidio de  Según informó la Fiscalía General del Estado de Quintana Roo, el grupo de agentes destacados en la Dirección Municipal de Seguridad Pública y Tránsito de Tulum,  Pero, ¿qué implica este derecho?;tránsito;m;1;PROPN;conj;1;1
, están facultados para pedir una ampliación de su detención provisional, en un proceso conocido como auto de vinculación.;auto;m;0;NOUN;obl;1;1
El pasado 28 de marzo, la Fiscalía de Quintana Roo detuvo a cinco agentes de la Policía de Tulum, de los cuales tres son agentes viales y dos municipales.;cinco;m;0;NUM;nummod;1;0
El pasado 28 de marzo, la Fiscalía de Quintana Roo detuvo a cinco agentes de la Policía de Tulum, de los cuales tres son agentes viales y dos municipales.;tres;m;0;NUM;nsubj;1;0
Aunque la fiscalía reportó la detención de cinco imputados en el caso,  Tres de los policías hombres fueron remitidos a la Cárcel Municipal de Playa del Carmen, en Quintana Roo, y la mujer a la Cárcel Municipal de Cancún.;cinco;m;0;NUM;nummod;1;0
Aunque la fiscalía reportó la detención de cinco imputados en el caso,  Tres de los policías hombres fueron remitidos a la Cárcel Municipal de Playa del Carmen, en Quintana Roo, y la mujer a la Cárcel Municipal de Cancún.;tres;m;0;NUM;nsubj;1;0
Aunque la fiscalía reportó la detención de cinco imputados en el caso,  Tres de los policías hombres fueron remitidos a la Cárcel Municipal de Playa del Carmen, en Quintana Roo, y la mujer a la Cárcel Municipal de Cancún.;playa;f;0;PROPN;flat;1;1
, según informó en conferencia de prensa Lucio Hernández, secretario de Seguridad Pública de Quintana Roo.;prensa;f;0;NOUN;nmod;1;1
Regina María Cañas Rivera, conocida como “la tía Bubu”, se sometió este viernes a un proceso abreviado por el delito de casos especiales de encubrimiento en el Juzgado Séptimo de Instrucción de San Salvador,  “Incluso dentro de los alegatos de Fiscalía se menciona que   o de cualquier lado, simplemente eso quiero aclarar”, afirmó la Tía Bubu.;quiero;m;0;VERB;advcl;1;0
Regina Cañas, quien fue la segunda esposa del expresidente de la República, Mauricio Funes, es conocida públicamente como “tía Bubu”, por un personaje que desarrolló en televisión a finales de los años 90  De acuerdo con la Fiscalía, con este contrato se buscaba dar “apariencia legal a los fondos” usados por su hijo Diego y evitar las consecuencias a nivel civil y sobre todo una investigación de carácter penal.;dar;v;0;VERB;csubj;1;1
Regina Cañas, quien fue la segunda esposa del expresidente de la República, Mauricio Funes, es conocida públicamente como “tía Bubu”, por un personaje que desarrolló en televisión a finales de los años 90  De acuerdo con la Fiscalía, con este contrato se buscaba dar “apariencia legal a los fondos” usados por su hijo Diego y evitar las consecuencias a nivel civil y sobre todo una investigación de carácter penal.;sobre;m;0;ADP;advmod;1;0
El mecanismo fue solicitado por parte de la defensa técnica del Cañas Rivera, entre ellos, los abogados Fabio Castillo, Arnau Baulenas y la procesada con miras a “someterse a un procedimiento abreviado”.;defensa;f;0;NOUN;obl;1;1
La audiencia especial que busca reducir a la tercera parte de la mínima de la pena que un tribunal ordinario le impondría finalizó al filo de la 1:00 de la tarde del viernes, sin embargo  El haberse presentado voluntariamente al juzgado que lleva el proceso judicial por casos de corrupción en el gobierno de Mauricio Funes, le valió a Cañas Rivera a no ser enviada a prisión y ha someterse al juicio abreviado y así dejar de ser “prófuga” a cumplir medidas sustitutiva a la prisión, explicó la Fiscalía.;busca;f;0;VERB;acl;1;0
La audiencia especial que busca reducir a la tercera parte de la mínima de la pena que un tribunal ordinario le impondría finalizó al filo de la 1:00 de la tarde del viernes, sin embargo  El haberse presentado voluntariamente al juzgado que lleva el proceso judicial por casos de corrupción en el gobierno de Mauricio Funes, le valió a Cañas Rivera a no ser enviada a prisión y ha someterse al juicio abreviado y así dejar de ser “prófuga” a cumplir medidas sustitutiva a la prisión, explicó la Fiscalía.;pena;f;0;NOUN;nmod;1;1
La audiencia especial que busca reducir a la tercera parte de la mínima de la pena que un tribunal ordinario le impondría finalizó al filo de la 1:00 de la tarde del viernes, sin embargo  El haberse presentado voluntariamente al juzgado que lleva el proceso judicial por casos de corrupción en el gobierno de Mauricio Funes, le valió a Cañas Rivera a no ser enviada a prisión y ha someterse al juicio abreviado y así dejar de ser “prófuga” a cumplir medidas sustitutiva a la prisión, explicó la Fiscalía.;filo;m;0;NOUN;fixed;1;1
La audiencia especial que busca reducir a la tercera parte de la mínima de la pena que un tribunal ordinario le impondría finalizó al filo de la 1:00 de la tarde del viernes, sin embargo  El haberse presentado voluntariamente al juzgado que lleva el proceso judicial por casos de corrupción en el gobierno de Mauricio Funes, le valió a Cañas Rivera a no ser enviada a prisión y ha someterse al juicio abreviado y así dejar de ser “prófuga” a cumplir medidas sustitutiva a la prisión, explicó la Fiscalía.;ser;m;0;AUX;aux;1;0
La audiencia especial que busca reducir a la tercera parte de la mínima de la pena que un tribunal ordinario le impondría finalizó al filo de la 1:00 de la tarde del viernes, sin embargo  El haberse presentado voluntariamente al juzgado que lleva el proceso judicial por casos de corrupción en el gobierno de Mauricio Funes, le valió a Cañas Rivera a no ser enviada a prisión y ha someterse al juicio abreviado y así dejar de ser “prófuga” a cumplir medidas sustitutiva a la prisión, explicó la Fiscalía.;enviada;f;0;VERB;advcl;1;0
La audiencia especial que busca reducir a la tercera parte de la mínima de la pena que un tribunal ordinario le impondría finalizó al filo de la 1:00 de la tarde del viernes, sin embargo  El haberse presentado voluntariamente al juzgado que lleva el proceso judicial por casos de corrupción en el gobierno de Mauricio Funes, le valió a Cañas Rivera a no ser enviada a prisión y ha someterse al juicio abreviado y así dejar de ser “prófuga” a cumplir medidas sustitutiva a la prisión, explicó la Fiscalía.;ser;m;0;AUX;aux;1;0
Entre los pacientes que han recibido el alta en el hospital, ubicado en el ex Centro Internacional de Ferias y Convenciones (CIFCO),  Estos hombres y mujeres forman parte de los más de 60,681 pacientes recuperados a la fecha en todo el país, según estadísticas oficiales.;centro;m;0;PROPN;obl;1;1
Aunque no se ha detallado la estadística de personas fallecidas en el Hospital El Salvador, los datos en el sitio covid19.gob.sv indican que  El sistema de salud atiende actualmente 684 casos activos de covid-19, según datos oficiales.;sitio;m;0;NOUN;nmod;1;1
Diferentes unidades de la Policía Nacional Civil (PNC) realizan desde esta madrugada un operativo en en la colonia Guayacán de Soyapango.;colonia;f;0;NOUN;nmod;1;1
Diferentes unidades de la Policía Nacional Civil (PNC) realizan desde esta madrugada un operativo en en la colonia Guayacán de Soyapango.;guayacán;m;0;PROPN;appos;1;1
"Las unidades policiales informaron que reforzaron sus actividades operativas para ""dar captura a pandilleros que tienen perfilados en la zona y para potenciar la presencia policial"".";dar;v;0;VERB;advcl;1;1
La PNC dice estar atendiendo con el operativo a denuncias anónimas recibidas en  redes sociales.;estar;v;0;AUX;aux;1;0
"Arriaza Chicas explicó que en  en el lugar hay 16 colonias en los alrededores de Guayacán que también están siendo intervenidas, ""son una zona bastante complicada, con corredores de estructuras criminales"", aseveró.";guayacán;m;0;PROPN;nmod;1;1
"Arriaza Chicas explicó que en  en el lugar hay 16 colonias en los alrededores de Guayacán que también están siendo intervenidas, ""son una zona bastante complicada, con corredores de estructuras criminales"", aseveró.";zona;f;0;NOUN;advcl;1;1
El director de la institución policial explicó que trabajar en aquellos que andan armados libremente y en los delitos de homicidio, extorsión, los robos, los hurtos y  amenazas a la población.;trabajar;v;0;VERB;ccomp;1;1
La empresa Manejo Integral de Desechos Sólidos (Mides) presentó un recurso ante la Cámara Ambiental de Segunda Instancia, de San Salvador,  que busca  El pasado viernes 19 de febrero,  Miranda aseguró que la medida cautelar, aprobada por la Cámara, no cumple con los requisitos mínimos de “justificación”, “razonabilidad” y “proporcionalidad” de las medidas, debido a que cargan con la responsabilidad ambiental a la empresa y no a la alcaldía de San Salvador.;manejo;m;0;PROPN;appos;1;1
La empresa Manejo Integral de Desechos Sólidos (Mides) presentó un recurso ante la Cámara Ambiental de Segunda Instancia, de San Salvador,  que busca  El pasado viernes 19 de febrero,  Miranda aseguró que la medida cautelar, aprobada por la Cámara, no cumple con los requisitos mínimos de “justificación”, “razonabilidad” y “proporcionalidad” de las medidas, debido a que cargan con la responsabilidad ambiental a la empresa y no a la alcaldía de San Salvador.;busca;f;0;VERB;acl;1;0
La empresa, propiedad del empresario Enrique Rais, asegura que actualmente, , y que la Cámara Ambiental solicitó a la municipalidad “tomar con seriedad”, la deuda que se le debe a la empresa para disposición legal.;tomar;v;0;VERB;xcomp;1;1
Miranda aseguró que el último pago que la comuna les dio fue en noviembre del 2020 con un monto que asciende a los $270,000.;les;pron;0;PRON;obj;1;1
El año pasado, Mides denunció que dejaba de recibir los desechos sólidos debido a falta de pago del servicio, de parte de la comuna, pero tras una medida cautelar y un abono de la alcaldía el servicio se restableció.;año;m;0;NOUN;obl;1;1
El año pasado, Mides denunció que dejaba de recibir los desechos sólidos debido a falta de pago del servicio, de parte de la comuna, pero tras una medida cautelar y un abono de la alcaldía el servicio se restableció.;recibir;v;0;VERB;xcomp;1;1
"Además de la anulación de la medida cautelar, Mides presentó otra demanda contra los magistrados de la Cámara Ambienta de Segunda Instancia Samuel Aliven Lizama y Cesia Marina Romero de Umanzor, por el supuesto delito de prevaricato, debido a que Mides los acusa de parcializar el proceso y de escuchar ""solamente” a la Dirección Municipal de Desechos Sólidos de la alcaldía de San Salvador.";contra;f;0;ADP;case;1;0
La radio será la plataforma con la que el Ministerio de Educación (Mined) buscará r  y también ante la carencia de acceso a internet.;plataforma;f;0;NOUN;ROOT;1;1
Así “Aprendamos en Casa con la Radio” será la apuesta de las autoridades de Educación para “complementar” las guías educativas y conseguir que alumnos desde primer grado hasta segundo año de bachillerato se encarrilen en su aprendizaje.;casa;f;0;PROPN;obl;1;1
Así “Aprendamos en Casa con la Radio” será la apuesta de las autoridades de Educación para “complementar” las guías educativas y conseguir que alumnos desde primer grado hasta segundo año de bachillerato se encarrilen en su aprendizaje.;grado;m;1;NOUN;nmod;1;1
Así “Aprendamos en Casa con la Radio” será la apuesta de las autoridades de Educación para “complementar” las guías educativas y conseguir que alumnos desde primer grado hasta segundo año de bachillerato se encarrilen en su aprendizaje.;año;m;0;NOUN;obl;1;1
Los programas que están dirigidos para estudiantes de primer grado a primer año de bachillerato, tendrán una duración de 13 minutos mientras que para estudiantes de segundo año de bachillerato serán de 26 minutos, detalla Hananía.;grado;m;1;NOUN;nmod;1;1
Los programas que están dirigidos para estudiantes de primer grado a primer año de bachillerato, tendrán una duración de 13 minutos mientras que para estudiantes de segundo año de bachillerato serán de 26 minutos, detalla Hananía.;año;m;0;NOUN;obl;1;1
Los programas que están dirigidos para estudiantes de primer grado a primer año de bachillerato, tendrán una duración de 13 minutos mientras que para estudiantes de segundo año de bachillerato serán de 26 minutos, detalla Hananía.;año;m;0;NOUN;obl;1;1
Hananía instó a los maestros a aprovechar estos recursos y encontrar un equilibro entre su labor y la de los estudiantes, principalmente con aquellos que no tienen acceso a conectividad.;aprovechar;v;0;VERB;xcomp;1;1
Algunos programas que estarán disponibles para los alumnos de primaria están “La Mochila”,“Juguetes de Mi Tierra”, “La Casita de Rosita”, y “Kika y sus Aventuras en el Tiempo”.;mochila;m/f;0;UNKNOWN;UNKNOWN;1;0
Algunos programas que estarán disponibles para los alumnos de primaria están “La Mochila”,“Juguetes de Mi Tierra”, “La Casita de Rosita”, y “Kika y sus Aventuras en el Tiempo”.;rosita;f;0;PROPN;flat;1;1
"Para los estudiantes de quinto grado se transmitirá “El Busito Viajero”; mientras que “El Micrófono Escolar” será para estudiantes de sexto grado.";grado;m;0;NOUN;nmod;1;1
"Para los estudiantes de quinto grado se transmitirá “El Busito Viajero”; mientras que “El Micrófono Escolar” será para estudiantes de sexto grado.";escolar;m;0;PROPN;flat;1;1
"Para los estudiantes de quinto grado se transmitirá “El Busito Viajero”; mientras que “El Micrófono Escolar” será para estudiantes de sexto grado.";grado;m;0;NOUN;nmod;1;1
Los estudiantes de séptimo grado a bachillerato se abordaran los contenidos elaborados en las guías escolares.;grado;m;1;NOUN;nmod;1;1
El Juzgado de instrucción de San Francisco Gotera, en Morazán, ordenó una inspección en el Fondo Documental de la Oficina de Tutela Legal del Arzobispado de San Salvador, para la búsqueda de información y objetos relacionados a la masacre de El Mozote, Según la resolución judicial emitida el 4 de enero del 2021, el juzgado admitió la solicitud por parte de los acusadores particulares David Morales y Wilfredo Medrano a una inspección a los archivos incluidos en el “Informe Técnico Archivístico acerca de documentos, libros, publicaciones y objetos encontrados en la zona de la masacre El Mozote y lugares aledaños”, elaborado por el Centro de Documentación y Archivo Monseñor Rivera y Damas (CDYAMRYD).;zona;f;0;NOUN;obl;1;1
El Juzgado de instrucción de San Francisco Gotera, en Morazán, ordenó una inspección en el Fondo Documental de la Oficina de Tutela Legal del Arzobispado de San Salvador, para la búsqueda de información y objetos relacionados a la masacre de El Mozote, Según la resolución judicial emitida el 4 de enero del 2021, el juzgado admitió la solicitud por parte de los acusadores particulares David Morales y Wilfredo Medrano a una inspección a los archivos incluidos en el “Informe Técnico Archivístico acerca de documentos, libros, publicaciones y objetos encontrados en la zona de la masacre El Mozote y lugares aledaños”, elaborado por el Centro de Documentación y Archivo Monseñor Rivera y Damas (CDYAMRYD).;centro;m;0;PROPN;obj;1;1
Sim embargo, el arzobispo de San Salvador, José Luis Escobar Alas el pasado fin de semana sentó posición diciendo que los archivos sobre la guerra se han clasificado y no permitirán la inspección.;sobre;m;0;ADP;case;1;0
Sim embargo, el arzobispo de San Salvador, José Luis Escobar Alas el pasado fin de semana sentó posición diciendo que los archivos sobre la guerra se han clasificado y no permitirán la inspección.;clasificado;m;0;VERB;ccomp;1;0
Entre septiembre y octubre del 2020, la Fuerza Armada de El Salvador y el Presidente de la República, Nayib Bukele, impidieron que el juez de instrucción accediera a los archivos que la institución castrense resguarda sobre la masacre.;sobre;m;0;ADP;case;1;0
Los señalados son: Según los fiscales, los imputados afectaron al Estado desviándose y quedándose con   con el aval de Mauricio Funes hubo un arreglo directo entre la empresa italiana Astaldi, que tenía a cargo la construcción de la presa, y la CEL.;aval;m;0;NOUN;obl;1;1
"El arreglo permitía tener un beneficio económico de $3.5 millones a través de empresas ""offshore"", en Panamá.";beneficio;m;0;NOUN;obj;1;1
“Si ya con el cociente electoral de 30,000 tres partidos con representación en la Asamblea no lograron en San Salvador ese escaño (por cociente) y, si participa Arena, el FMLN, van a disminuir su votación, entonces, uno puede pensar que hay una intencionalidad de favorecer al partido Nuevas Ideas”, dijo.;tres;m;0;NUM;nummod;1;0
“Si ya con el cociente electoral de 30,000 tres partidos con representación en la Asamblea no lograron en San Salvador ese escaño (por cociente) y, si participa Arena, el FMLN, van a disminuir su votación, entonces, uno puede pensar que hay una intencionalidad de favorecer al partido Nuevas Ideas”, dijo.;partido;m;0;NOUN;obj;1;1
Según Artiga, lo que puedan perder localmente por medidas como el estado de excepción pueden ganarlo exteriormente.;perder;v;0;VERB;csubj;1;1
Agregó que es más probable que Nuevas Ideas pueda subir la cantidad de diputados.;subir;v;0;VERB;csubj;1;1
Una banda integrada por cuatro hombres y una mujer fueron capturados este domingo en Ciudad Delgado y la Policía los vincula al tráfico de drogas y actividades delictivas.;banda;f;0;NOUN;nsubj;1;1
Según del reporte de la Policía Nacional Civil (PNC) entre los detenidos está Kevin Dubón, un individuo buscado por las autoridades bajo cargos de privación de libertad y robo de vehículos.;bajo;m;0;ADP;case;1;0
El resto de los arrestados han sido identificados como Diana Raquel Vásquez, Walter León, Ricardo Arévalo y Rolando Lemus.;diana;f;0;PROPN;obl;1;1
Al grupo, la PNC reporta que les incautó tres escopetas, tres revólveres, un chaleco antibalas, gorros pasamontañas y munición.;les;pron;1;PRON;obj;1;1
Al grupo, la PNC reporta que les incautó tres escopetas, tres revólveres, un chaleco antibalas, gorros pasamontañas y munición.;tres;m;0;NUM;nummod;1;0
Al grupo, la PNC reporta que les incautó tres escopetas, tres revólveres, un chaleco antibalas, gorros pasamontañas y munición.;tres;m;0;NUM;nummod;1;0
El Ministro de Hacienda, Alejandro Zelaya presentó esta tarde un aviso ante la Fiscalía General de la República contra el magistrado presidente de la Corte de Cuentas de la República, Roberto Anzora,  .;contra;f;0;ADP;case;1;0
El Ministro de Hacienda, Alejandro Zelaya presentó esta tarde un aviso ante la Fiscalía General de la República contra el magistrado presidente de la Corte de Cuentas de la República, Roberto Anzora,  .;corte;m;0;PROPN;nmod;1;1
El ministro Zelaya afirmó que el aviso a la Fiscalía contra el presidente de la Corte de Cuentas es por el delito de r  que es sancionado con una pena de  Zelaya afirmó que dio ocho días para que la Corte de Cuentas le enviara la notificación preliminar de auditoría a Hacienda pero no lo hizo.;contra;f;0;ADP;case;1;0
El ministro Zelaya afirmó que el aviso a la Fiscalía contra el presidente de la Corte de Cuentas es por el delito de r  que es sancionado con una pena de  Zelaya afirmó que dio ocho días para que la Corte de Cuentas le enviara la notificación preliminar de auditoría a Hacienda pero no lo hizo.;corte;m;0;PROPN;nmod;1;1
El ministro Zelaya afirmó que el aviso a la Fiscalía contra el presidente de la Corte de Cuentas es por el delito de r  que es sancionado con una pena de  Zelaya afirmó que dio ocho días para que la Corte de Cuentas le enviara la notificación preliminar de auditoría a Hacienda pero no lo hizo.;pena;f;0;NOUN;obl;1;1
El ministro Zelaya afirmó que el aviso a la Fiscalía contra el presidente de la Corte de Cuentas es por el delito de r  que es sancionado con una pena de  Zelaya afirmó que dio ocho días para que la Corte de Cuentas le enviara la notificación preliminar de auditoría a Hacienda pero no lo hizo.;corte;m;0;PROPN;nmod;1;1
Esas declaraciones han afectado el prestigio del Ministerio de Hacienda donde labora un equipo de profesionales que ha hecho una carrera  y no se vale que por intereses políticos se juegue con el profesionalismo de los empleados de Hacienda, aseveró.;carrera;f;0;NOUN;obj;1;1
Esas declaraciones han afectado el prestigio del Ministerio de Hacienda donde labora un equipo de profesionales que ha hecho una carrera  y no se vale que por intereses políticos se juegue con el profesionalismo de los empleados de Hacienda, aseveró.;vale;m;0;VERB;conj;1;0
Por esa razón afirmó “vamos presentar un aviso penal a la Fiscalía General de la República y  ”, manifestó Zelaya.;presentar;v;0;VERB;xcomp;1;1
Zelaya  , en ese sentido  a los auditores y “no se vale que se esté diciendo mentiras o cosas que no son reales y no se de los plazos y las comunicaciones para poder desvirtuar los hallazgos”.;sentido;m;0;NOUN;nmod;1;1
Zelaya  , en ese sentido  a los auditores y “no se vale que se esté diciendo mentiras o cosas que no son reales y no se de los plazos y las comunicaciones para poder desvirtuar los hallazgos”.;vale;m;0;VERB;conj;1;0
Además dijo que   y por ley de la Corte de Cuenta   y ¿cómo fue que supo todo lo que dijo?, también recordó a Anzora que él  es magistrado de la Cámara de Segunda Instancia, que es  , y por sus declaraciones  Cuando termina el proceso en una de las siete direcciones de auditoría de la Corte de Cuenta pasa a la Cámara de Primera Instancia donde los jueces de cuentas emiten una resolución y posteriormente, el aludido, si no está de acuerdo puede llegar a ejercer su defensa a la Cámara de Segunda Instancia compuesta por tres magistrados y él es uno de ellos.;corte;m;0;PROPN;nmod;1;1
