archivo;oracion_id;oracion;cubanismo_detectado;lema_bd;categoria_gramatical;es_cubanismo;ia_sugiere;ia_razon;ia_beto_final
cartas_2018-11-09_transporte-de-la-capital-responde.html.xml.txt;2;Díaz González (…), quien plantea que la línea de ómnibus ruteros Parque del Curita-La Cuevita (…) no se sabe (…) cuándo pasa ni dónde están oficialmente las paradas de salida y cabecera (…), explicamos que la ruta de ómnibus rutero que manifiesta el compañero no sale del Parque del Curita, su origen es en el Parque de la Fraternidad (frente a La isla de Cuba) y tiene como destino la Curva en San Miguel del Padrón.;curita;curita;f;;;;0
cartas_2018-11-09_transporte-de-la-capital-responde.html.xml.txt;2;Díaz González (…), quien plantea que la línea de ómnibus ruteros Parque del Curita-La Cuevita (…) no se sabe (…) cuándo pasa ni dónde están oficialmente las paradas de salida y cabecera (…), explicamos que la ruta de ómnibus rutero que manifiesta el compañero no sale del Parque del Curita, su origen es en el Parque de la Fraternidad (frente a La isla de Cuba) y tiene como destino la Curva en San Miguel del Padrón.;ruta;ruta;f;;;;0
cartas_2018-11-09_transporte-de-la-capital-responde.html.xml.txt;2;Díaz González (…), quien plantea que la línea de ómnibus ruteros Parque del Curita-La Cuevita (…) no se sabe (…) cuándo pasa ni dónde están oficialmente las paradas de salida y cabecera (…), explicamos que la ruta de ómnibus rutero que manifiesta el compañero no sale del Parque del Curita, su origen es en el Parque de la Fraternidad (frente a La isla de Cuba) y tiene como destino la Curva en San Miguel del Padrón.;ómnibus;ómnibus;m;;;;1
cartas_2018-11-09_transporte-de-la-capital-responde.html.xml.txt;2;Díaz González (…), quien plantea que la línea de ómnibus ruteros Parque del Curita-La Cuevita (…) no se sabe (…) cuándo pasa ni dónde están oficialmente las paradas de salida y cabecera (…), explicamos que la ruta de ómnibus rutero que manifiesta el compañero no sale del Parque del Curita, su origen es en el Parque de la Fraternidad (frente a La isla de Cuba) y tiene como destino la Curva en San Miguel del Padrón.;rutero;rutero;m;;;;1
cartas_2018-11-09_transporte-de-la-capital-responde.html.xml.txt;2;Díaz González (…), quien plantea que la línea de ómnibus ruteros Parque del Curita-La Cuevita (…) no se sabe (…) cuándo pasa ni dónde están oficialmente las paradas de salida y cabecera (…), explicamos que la ruta de ómnibus rutero que manifiesta el compañero no sale del Parque del Curita, su origen es en el Parque de la Fraternidad (frente a La isla de Cuba) y tiene como destino la Curva en San Miguel del Padrón.;curita;curita;f;;;;0
cartas_2018-11-09_transporte-de-la-capital-responde.html.xml.txt;2;Díaz González (…), quien plantea que la línea de ómnibus ruteros Parque del Curita-La Cuevita (…) no se sabe (…) cuándo pasa ni dónde están oficialmente las paradas de salida y cabecera (…), explicamos que la ruta de ómnibus rutero que manifiesta el compañero no sale del Parque del Curita, su origen es en el Parque de la Fraternidad (frente a La isla de Cuba) y tiene como destino la Curva en San Miguel del Padrón.;curva;curva;f;;;;0
cartas_2018-11-09_una-vivienda-o-un-tiro-al-blanco.html.xml.txt;1;Vivo en Los Palacios, Pinar del Río, y mi casa (…) es tiro al blanco de un grupo de jóvenes mayores de edad.;casa;casa;f;;;;0
cartas_2018-11-09_una-vivienda-o-un-tiro-al-blanco.html.xml.txt;1;Vivo en Los Palacios, Pinar del Río, y mi casa (…) es tiro al blanco de un grupo de jóvenes mayores de edad.;tiro;tiro;m;;;;0
cartas_2018-11-09_una-vivienda-o-un-tiro-al-blanco.html.xml.txt;2;El fusil es el propio pie de los jóvenes, así como el proyectil es el balón de fútbol.;fusil;fusil;m;;;;0
cartas_2018-11-09_una-vivienda-o-un-tiro-al-blanco.html.xml.txt;2;El fusil es el propio pie de los jóvenes, así como el proyectil es el balón de fútbol.;pie;pie;m;;;;0
cartas_2018-11-09_una-vivienda-o-un-tiro-al-blanco.html.xml.txt;2;El fusil es el propio pie de los jóvenes, así como el proyectil es el balón de fútbol.;balón;balón;m;;;;0
cartas_2018-11-09_una-vivienda-o-un-tiro-al-blanco.html.xml.txt;3;Los disparos desbaratan las persianas de mi casa y también pueden ser contra la mampostería o a la cabeza de una persona (…), hay que estar preparados cuando escuchas la «explosión» (…).;casa;casa;f;;;;0
cartas_2018-11-09_una-vivienda-o-un-tiro-al-blanco.html.xml.txt;3;Los disparos desbaratan las persianas de mi casa y también pueden ser contra la mampostería o a la cabeza de una persona (…), hay que estar preparados cuando escuchas la «explosión» (…).;ser;ser;m;;;;0
cartas_2018-11-09_una-vivienda-o-un-tiro-al-blanco.html.xml.txt;3;Los disparos desbaratan las persianas de mi casa y también pueden ser contra la mampostería o a la cabeza de una persona (…), hay que estar preparados cuando escuchas la «explosión» (…).;contra;contra;f;;;;0
cartas_2018-11-09_una-vivienda-o-un-tiro-al-blanco.html.xml.txt;3;Los disparos desbaratan las persianas de mi casa y también pueden ser contra la mampostería o a la cabeza de una persona (…), hay que estar preparados cuando escuchas la «explosión» (…).;cabeza;cabeza;f;;;;0
cartas_2018-11-09_una-vivienda-o-un-tiro-al-blanco.html.xml.txt;3;Los disparos desbaratan las persianas de mi casa y también pueden ser contra la mampostería o a la cabeza de una persona (…), hay que estar preparados cuando escuchas la «explosión» (…).;estar;estar;v;;;;0
cartas_2018-11-09_una-vivienda-o-un-tiro-al-blanco.html.xml.txt;4;El balón proyectil viene de un estadio de béisbol, no de un combinado deportivo ni de un estadio de fútbol (…), donde además ningún jugador es atendido por el Inder.;balón;balón;m;;;;0
cartas_2018-11-09_una-vivienda-o-un-tiro-al-blanco.html.xml.txt;4;El balón proyectil viene de un estadio de béisbol, no de un combinado deportivo ni de un estadio de fútbol (…), donde además ningún jugador es atendido por el Inder.;combinado;combinado;m;;;;1
cartas_2018-11-09_una-vivienda-o-un-tiro-al-blanco.html.xml.txt;5;Queda frente a mi vivienda, y aunque hay otras casas al lado, son menos afectadas que la mía que está a unos diez metros de distancia.He hecho mis reclamaciones a todas las instancias y hasta ahora no hay respuesta alguna (…).;diez;diez;m;;;;0
cartas_2018-11-09_una-vivienda-o-un-tiro-al-blanco.html.xml.txt;6;Se reunieron con los jugadores (…), los muchachos se comprometieron a cambiar la portería siete u ocho metros más lejos, pero nada de esto ha ocurrido.;siete;siete;m;;;;0
cartas_2018-11-16_centro-nacional-de-ortopedia-tecnica-esclarece-situacion-de-calzado.html.xml.txt;1;En la carta La calidad que demanda un asunto de salud, Gloria M.;asunto;asunto;m;;;;0
cartas_2018-11-16_centro-nacional-de-ortopedia-tecnica-esclarece-situacion-de-calzado.html.xml.txt;2;López Suárez, se queja por la mala calidad de los zapatos ortopédicos que le indicó el médico a su nieto, alegando que no le duraron ni seis meses los dos pares del 2017 y los de este año el mismo día que se los puso se le rompieron.;año;año;m;;;;0
cartas_2018-11-16_de-todo-corazon.html.xml.txt;2;Me sacaron de un paro y volví a la vida gracias al empeño y al consagrado trabajo de ese colectivo de médicos.;trabajo;trabajo;m;;;;0
cartas_2018-11-16_espera-por-aerovaradero.html.xml.txt;3;Transcurridos 36 días aún estoy esperando la caja para continuar con mi trabajo, pues soy trabajador por cuenta propia.;trabajo;trabajo;m;;;;0
cartas_2018-11-16_espera-por-aerovaradero.html.xml.txt;4;Todos los días llamó a la agencia ubicada en el aeropuerto Antonio Maceo y me responde igual: no ha llegado.Llamé entonces a Nueva Gerona y el compañero Ramiro, jefe de esa entidad en aquel territorio me contesta que la mercancía salió el mismo día 8 de junio en el vuelo hacia La Habana.;contesta;contesta;f;;;;0
cartas_2018-11-16_espera-por-aerovaradero.html.xml.txt;4;Todos los días llamó a la agencia ubicada en el aeropuerto Antonio Maceo y me responde igual: no ha llegado.Llamé entonces a Nueva Gerona y el compañero Ramiro, jefe de esa entidad en aquel territorio me contesta que la mercancía salió el mismo día 8 de junio en el vuelo hacia La Habana.;vuelo;vuelo;m;;;;0
cartas_2018-11-16_espera-por-aerovaradero.html.xml.txt;6;Creo que Aerovaradero debe tomar medidas, si hay problemas con el transporte aéreo debe emplear la vía terrestre, pero lo que no creo justo es que yo pago mis tributos en tiempo, pagué por enviar esta carga, y estoy sin respuesta y afectando mi sostenibilidad laboral y económica.;tomar;tomar;v;;;;0
cartas_2018-11-16_espera-por-aerovaradero.html.xml.txt;6;Creo que Aerovaradero debe tomar medidas, si hay problemas con el transporte aéreo debe emplear la vía terrestre, pero lo que no creo justo es que yo pago mis tributos en tiempo, pagué por enviar esta carga, y estoy sin respuesta y afectando mi sostenibilidad laboral y económica.;carga;carga;f;;;;0
cartas_2018-11-16_la-portilla-demanda-mas-voltaje.html.xml.txt;1;En el poblado de La Portilla tras el paso del huracán Irma estuvimos 14 días sin energía eléctrica, pero se repuso esta por el esfuerzo del Gobierno y los trabajadores eléctricos.;paso;paso;m;;;;0
cartas_2018-11-16_la-portilla-demanda-mas-voltaje.html.xml.txt;2;Sin embargo, la situación que tenemos ahora es de muy bajo voltaje, casi permanente en las aproximadamente cien viviendas de la comunidad.;situación;situación;f;;;;0
cartas_2018-11-16_la-portilla-demanda-mas-voltaje.html.xml.txt;2;Sin embargo, la situación que tenemos ahora es de muy bajo voltaje, casi permanente en las aproximadamente cien viviendas de la comunidad.;bajo;bajo;m;;;;0
cartas_2018-11-16_la-portilla-demanda-mas-voltaje.html.xml.txt;2;Sin embargo, la situación que tenemos ahora es de muy bajo voltaje, casi permanente en las aproximadamente cien viviendas de la comunidad.;comunidad;comunidad;f;;;;0
cartas_2018-11-16_las-baterias-no-eran-para-motorinas.html.xml.txt;1;A finales del mes de julio y a principios de agosto, en la ciudad de Camagüey, en la tienda para ventas de piezas y accesorios de Cimex, sacaron a la venta baterías para motorinas, lo cual no sucedía hacía más de un año.;tienda;tienda;f;;;;0
cartas_2018-11-16_las-baterias-no-eran-para-motorinas.html.xml.txt;1;A finales del mes de julio y a principios de agosto, en la ciudad de Camagüey, en la tienda para ventas de piezas y accesorios de Cimex, sacaron a la venta baterías para motorinas, lo cual no sucedía hacía más de un año.;año;año;m;;;;0
cartas_2018-11-16_las-baterias-no-eran-para-motorinas.html.xml.txt;2;Con tremendo esfuerzo reuní el importe con mucho sacrificio y a los cuatro días de haberlas puesto fallaron.;puesto;puesto;m;;;;0
cartas_2018-11-16_las-baterias-no-eran-para-motorinas.html.xml.txt;4;Conocí, por la gran cantidad de personas que les había sucedido lo mismo, que el problema era que ese tipo de baterías son para recibir cargas continuas, pero no para motorinas y, además, que llevan un cargador diferente que no lo tenemos.;les;les;pron;;;;0
cartas_2018-11-16_las-baterias-no-eran-para-motorinas.html.xml.txt;4;Conocí, por la gran cantidad de personas que les había sucedido lo mismo, que el problema era que ese tipo de baterías son para recibir cargas continuas, pero no para motorinas y, además, que llevan un cargador diferente que no lo tenemos.;recibir;recibir;v;;;;0
cartas_2018-11-16_las-baterias-no-eran-para-motorinas.html.xml.txt;4;Conocí, por la gran cantidad de personas que les había sucedido lo mismo, que el problema era que ese tipo de baterías son para recibir cargas continuas, pero no para motorinas y, además, que llevan un cargador diferente que no lo tenemos.;cargador;cargador;m;;;;1
cartas_2018-11-16_lo-que-pide-es-una-inspeccion.html.xml.txt;1;Tengo una inconformidad con la empresa eléctrica, pues me sale un consumo excesivo de energía.;inconformidad;inconformidad;f;;;;1
cartas_2018-11-16_lo-que-pide-es-una-inspeccion.html.xml.txt;7;Solo solicito un inspector para que me diga qué pasa, pues llevo años pagando ocho o diez pesos, porque vivo solo, no tengo efectos electrodomésticos y como en un comedor del Estado.;diez;diez;m;;;;0
cartas_2018-11-16_lo-que-pide-es-una-inspeccion.html.xml.txt;8;Ramón Gallo Cervantes,Guinera s/n entre A y B, Arroyo Naranjo, La Habana.;ramón;ramón;m;;;;0
cartas_2018-11-16_lo-que-pide-es-una-inspeccion.html.xml.txt;8;Ramón Gallo Cervantes,Guinera s/n entre A y B, Arroyo Naranjo, La Habana.;gallo;gallo;m;;;;0
cartas_2018-11-16_medidas-para-revertir-situacion-de-la-piquera-de-coches-en-mella.html.xml.txt;1;Damos respuesta a la carta de Genaro Bello Zamora titulada Un hecho que preocupa donde plantea que han situado una piquera con animales y carretones al frente de su vivienda, lo que provoca un desagradable mal olor, ocasionando contaminación y riesgo de contraer enfermedades graves para la salud de las personas.;piquera;piquera;f;;;;1
cartas_2018-11-16_medidas-para-revertir-situacion-de-la-piquera-de-coches-en-mella.html.xml.txt;2;Refiere, además, sobre la contaminación acústica que genera el volumen excesivo de la música de estos medios de transporte.;sobre;sobre;m;;;;0
cartas_2018-11-16_medidas-para-revertir-situacion-de-la-piquera-de-coches-en-mella.html.xml.txt;2;Refiere, además, sobre la contaminación acústica que genera el volumen excesivo de la música de estos medios de transporte.;volumen;volumen;m;;;;0
cartas_2018-11-16_planificacion-fisica-responde-y-actua-ante-reclamacion-en-arroyo-naranjo.html.xml.txt;1;Para dar respuesta a la queja remitida por la compañera Geidy Vega Robaina, vecina de la calle San Rafael no.;dar;dar;v;;;;0
cartas_2018-11-16_planificacion-fisica-responde-y-actua-ante-reclamacion-en-arroyo-naranjo.html.xml.txt;1;Para dar respuesta a la queja remitida por la compañera Geidy Vega Robaina, vecina de la calle San Rafael no.;vega;vega;f;;;;0
cartas_2018-11-16_planificacion-fisica-responde-y-actua-ante-reclamacion-en-arroyo-naranjo.html.xml.txt;1;Para dar respuesta a la queja remitida por la compañera Geidy Vega Robaina, vecina de la calle San Rafael no.;calle;calle;f;;;;0
cartas_2018-11-16_planificacion-fisica-responde-y-actua-ante-reclamacion-en-arroyo-naranjo.html.xml.txt;2;134 e/Pocito y Esperanza, Managua, municipio de Arroyo Naranjo, se visitó la vivienda por parte de los funcionarios de la Dirección municipal de Planificación Física y se comprobó a través del expediente que consta en el archivo de la entidad, que Mariz Guerra Mora, vecina de la calle San Rafael no.;calle;calle;f;;;;0
cartas_2018-11-16_planificacion-fisica-responde-y-actua-ante-reclamacion-en-arroyo-naranjo.html.xml.txt;3;132 e/Pocito y Esperanza, Managua, en el mismo municipio, presenta licencia de obra con no.;licencia;licencia;f;;;;1
cartas_2018-11-16_por-una-salida-de-omnibus-desde-contramaestre-a-la-capital.html.xml.txt;1;Conocemos de los esfuerzos del país por adquirir ómnibus, lo cual alivia las necesidades de transporte.;ómnibus;ómnibus;m;;;;1
cartas_2018-11-16_por-una-salida-de-omnibus-desde-contramaestre-a-la-capital.html.xml.txt;3;Pero el ómnibus Palma-La Habana no recoge a nadie en Contramaestre, hay que ir hasta ese primer punto para viajar a la capital.;ómnibus;ómnibus;m;;;;1
cartas_2018-11-16_por-una-salida-de-omnibus-desde-contramaestre-a-la-capital.html.xml.txt;3;Pero el ómnibus Palma-La Habana no recoge a nadie en Contramaestre, hay que ir hasta ese primer punto para viajar a la capital.;punto;punto;m;;;;0
cartas_2018-11-16_reclamo-desde-san-pedro-de-mayabon.html.xml.txt;4;Sin embargo, cuando voy a otros pueblos hace tiempo que existen los teléfonos públicos de tarjeta propia, cosa que aquí no existe.;cosa;cosa;f;;;;0
cartas_2018-11-16_reclamo-desde-san-pedro-de-mayabon.html.xml.txt;4;Sin embargo, cuando voy a otros pueblos hace tiempo que existen los teléfonos públicos de tarjeta propia, cosa que aquí no existe.;aquí;aquí;adv;;;;0
cartas_2018-11-16_reclamo-desde-san-pedro-de-mayabon.html.xml.txt;5;Otra forma de comunicarnos es con el celular que nos resulta difícil, porque tenemos poca cobertura que llega de la torre de Los Arabos, a 13 kilómetros de aquí.;cobertura;cobertura;f;;;;1
cartas_2018-11-16_reclamo-desde-san-pedro-de-mayabon.html.xml.txt;5;Otra forma de comunicarnos es con el celular que nos resulta difícil, porque tenemos poca cobertura que llega de la torre de Los Arabos, a 13 kilómetros de aquí.;torre;torre;f;;;;0
cartas_2018-11-16_reclamo-desde-san-pedro-de-mayabon.html.xml.txt;5;Otra forma de comunicarnos es con el celular que nos resulta difícil, porque tenemos poca cobertura que llega de la torre de Los Arabos, a 13 kilómetros de aquí.;aquí;aquí;adv;;;;0
cartas_2018-11-16_reportes-sin-respuesta.html.xml.txt;1;Desde hace un año el edificio presenta escapes de gas.;año;año;m;;;;0
cartas_2018-11-16_reportes-sin-respuesta.html.xml.txt;1;Desde hace un año el edificio presenta escapes de gas.;gas;gas;m;;;;1
cartas_2018-11-16_reportes-sin-respuesta.html.xml.txt;2;Hoy esa situación es crítica, con cuatro tuberías de gas empotradas en la pared y perforadas, tanto que el concreto se ha abofado en cuatro apartamentos.;situación;situación;f;;;;1
cartas_2018-11-16_reportes-sin-respuesta.html.xml.txt;2;Hoy esa situación es crítica, con cuatro tuberías de gas empotradas en la pared y perforadas, tanto que el concreto se ha abofado en cuatro apartamentos.;gas;gas;m;;;;0
cartas_2018-11-16_reportes-sin-respuesta.html.xml.txt;2;Hoy esa situación es crítica, con cuatro tuberías de gas empotradas en la pared y perforadas, tanto que el concreto se ha abofado en cuatro apartamentos.;concreto;concreto;m;;;;0
cartas_2018-11-16_responde-direccion-de-transporte-sobre-taxis-ruteros.html.xml.txt;1;Respondemos a la carta Sugiere que se identifiquen los autos ligeros que prestan este servicio, de Rodney Rodríguez, en la cual plantea su sugerencia sobre los autos taxis ruteros, que se deben identificar, pues cerca del hospital Calixto García pasan varias rutas y no hay forma de saber cuál es cuál.;sobre;sobre;m;;;;0
cartas_2018-11-30_actuan-de-conjunto-usufructuarios-y-directivos-de-la-agricultura.html.xml.txt;1;Para atender los señalamientos de Abdel Martín Taboada, vecino de calle 9na.;atender;atender;v;;;;0
cartas_2018-11-30_actuan-de-conjunto-usufructuarios-y-directivos-de-la-agricultura.html.xml.txt;1;Para atender los señalamientos de Abdel Martín Taboada, vecino de calle 9na.;calle;calle;f;;;;1
cartas_2018-11-30_actuan-de-conjunto-usufructuarios-y-directivos-de-la-agricultura.html.xml.txt;2;e/ E y F, Batey Pre EIDE, Esmeralda, Camagüey, dirigidos al comandante José Ramón Machado Ventura y a los periódicos Granma y Juventud Rebelde, y que fueran trasladadas al Ministro de la Agricultura, la delegación provincial de este sector creó una comisión integrada por el subdelegado de esa instancia e integrada por el Jefe del Departamento de Atención a la Población y el Jefe del Departamento de Ganadería, a ese mismo nivel.;batey;batey;m;;;;0
cartas_2018-11-30_actuan-de-conjunto-usufructuarios-y-directivos-de-la-agricultura.html.xml.txt;2;e/ E y F, Batey Pre EIDE, Esmeralda, Camagüey, dirigidos al comandante José Ramón Machado Ventura y a los periódicos Granma y Juventud Rebelde, y que fueran trasladadas al Ministro de la Agricultura, la delegación provincial de este sector creó una comisión integrada por el subdelegado de esa instancia e integrada por el Jefe del Departamento de Atención a la Población y el Jefe del Departamento de Ganadería, a ese mismo nivel.;pre;pre;m;;;;0
cartas_2018-11-30_actuan-de-conjunto-usufructuarios-y-directivos-de-la-agricultura.html.xml.txt;2;e/ E y F, Batey Pre EIDE, Esmeralda, Camagüey, dirigidos al comandante José Ramón Machado Ventura y a los periódicos Granma y Juventud Rebelde, y que fueran trasladadas al Ministro de la Agricultura, la delegación provincial de este sector creó una comisión integrada por el subdelegado de esa instancia e integrada por el Jefe del Departamento de Atención a la Población y el Jefe del Departamento de Ganadería, a ese mismo nivel.;esmeralda;esmeralda;f;;;;0
cartas_2018-11-30_actuan-de-conjunto-usufructuarios-y-directivos-de-la-agricultura.html.xml.txt;2;e/ E y F, Batey Pre EIDE, Esmeralda, Camagüey, dirigidos al comandante José Ramón Machado Ventura y a los periódicos Granma y Juventud Rebelde, y que fueran trasladadas al Ministro de la Agricultura, la delegación provincial de este sector creó una comisión integrada por el subdelegado de esa instancia e integrada por el Jefe del Departamento de Atención a la Población y el Jefe del Departamento de Ganadería, a ese mismo nivel.;ramón;ramón;m;;;;0
cartas_2018-11-30_alto-rendimiento-no-recompensado.html.xml.txt;1;Hace tres años solicité 13,2 hectáreas de tierras para sembrar caña, las cuales me fueron entregadas.;tres;tres;m;;;;0
cartas_2018-11-30_alto-rendimiento-no-recompensado.html.xml.txt;1;Hace tres años solicité 13,2 hectáreas de tierras para sembrar caña, las cuales me fueron entregadas.;sembrar;sembrar;v;;;;0
cartas_2018-11-30_alto-rendimiento-no-recompensado.html.xml.txt;1;Hace tres años solicité 13,2 hectáreas de tierras para sembrar caña, las cuales me fueron entregadas.;caña;caña;f;;;;0
cartas_2018-11-30_alto-rendimiento-no-recompensado.html.xml.txt;2;Solicité crédito al banco para dicha siembra, la que se realizó en menos de seis meses.;crédito;crédito;m;;;;1
cartas_2018-11-30_alto-rendimiento-no-recompensado.html.xml.txt;2;Solicité crédito al banco para dicha siembra, la que se realizó en menos de seis meses.;banco;banco;m;;;;0
cartas_2018-11-30_alto-rendimiento-no-recompensado.html.xml.txt;4;En la primera zafra 2016-2017 recibí la liquidación de caña y me estimularon para el pago de divisa por un rendimiento de 160 toneladas por hectárea.;zafra;zafra;f;;;;1
cartas_2018-11-30_alto-rendimiento-no-recompensado.html.xml.txt;4;En la primera zafra 2016-2017 recibí la liquidación de caña y me estimularon para el pago de divisa por un rendimiento de 160 toneladas por hectárea.;caña;caña;f;;;;0
cartas_2018-11-30_alto-rendimiento-no-recompensado.html.xml.txt;5;También cumplí con todas mis obligaciones con el banco y la ONAT.;banco;banco;m;;;;0
cartas_2018-11-30_el-asiento-de-los-ninos-o-de-la-madre.html.xml.txt;1;Creo que debe aclararse el derecho que tienen los menores con el asiento asignado para ellos en los ómnibus.;asiento;asiento;m;;;;0
cartas_2018-11-30_el-asiento-de-los-ninos-o-de-la-madre.html.xml.txt;1;Creo que debe aclararse el derecho que tienen los menores con el asiento asignado para ellos en los ómnibus.;ómnibus;ómnibus;m;;;;1
cartas_2018-11-30_el-asiento-de-los-ninos-o-de-la-madre.html.xml.txt;2;Tengo entendido (y siempre estuvo señalado en los ómnibus) que el asiento le corresponde a los incapacitados tanto físicos como visuales, a las embarazadas y mujeres con niños de 0 a 3 años.;ómnibus;ómnibus;m;;;;1
cartas_2018-11-30_el-asiento-de-los-ninos-o-de-la-madre.html.xml.txt;2;Tengo entendido (y siempre estuvo señalado en los ómnibus) que el asiento le corresponde a los incapacitados tanto físicos como visuales, a las embarazadas y mujeres con niños de 0 a 3 años.;asiento;asiento;m;;;;0
cartas_2018-11-30_el-asiento-de-los-ninos-o-de-la-madre.html.xml.txt;3;Yo soy madre y sé lo que es tener a un niño en un ómnibus lleno, pero es necesario que se aclare que no es el asiento de los niños, sino de las madres con niños en brazos.;madre;madre;f;;;;0
cartas_2018-11-30_el-asiento-de-los-ninos-o-de-la-madre.html.xml.txt;3;Yo soy madre y sé lo que es tener a un niño en un ómnibus lleno, pero es necesario que se aclare que no es el asiento de los niños, sino de las madres con niños en brazos.;niño;niño;m;;;;0
cartas_2018-11-30_el-asiento-de-los-ninos-o-de-la-madre.html.xml.txt;3;Yo soy madre y sé lo que es tener a un niño en un ómnibus lleno, pero es necesario que se aclare que no es el asiento de los niños, sino de las madres con niños en brazos.;ómnibus;ómnibus;m;;;;1
cartas_2018-11-30_el-asiento-de-los-ninos-o-de-la-madre.html.xml.txt;3;Yo soy madre y sé lo que es tener a un niño en un ómnibus lleno, pero es necesario que se aclare que no es el asiento de los niños, sino de las madres con niños en brazos.;asiento;asiento;m;;;;0
cartas_2018-11-30_el-asiento-de-los-ninos-o-de-la-madre.html.xml.txt;4;Hay madres que reclaman ese sitio con hijos que pasan de los cinco años.;sitio;sitio;m;;;;0
cartas_2018-11-30_el-asiento-de-los-ninos-o-de-la-madre.html.xml.txt;4;Hay madres que reclaman ese sitio con hijos que pasan de los cinco años.;cinco;cinco;m;;;;0
cartas_2018-11-30_el-camino-de-silverita.html.xml.txt;2;Nuestra comunidad se encuentra ubicada entre el poblado de Ariza y el mencionado CAI.;comunidad;comunidad;f;;;;1
cartas_2018-11-30_empresa-de-carga-por-camiones-explica-sobre-pago-del-mes-13.html.xml.txt;1;En fecha viernes 31 de agosto del 2017 se publicó en el periódico Granma la carta La ineficiencia de unos, que impacta a todos, referente a la queja del trabajador de la UEB Camiones Güines perteneciente a la Empresa de Carga por Camiones, Reinier Molina Cárdenas, en la cual plantea su inconformidad con haber sido vetado de recibir los beneficios del salario del mes 13, debido al resultado de deficiente en el Control Interno, obtenido en una auditoría fiscal realizada a la UEB.;carga;carga;f;;;;0
cartas_2018-11-30_empresa-de-carga-por-camiones-explica-sobre-pago-del-mes-13.html.xml.txt;1;En fecha viernes 31 de agosto del 2017 se publicó en el periódico Granma la carta La ineficiencia de unos, que impacta a todos, referente a la queja del trabajador de la UEB Camiones Güines perteneciente a la Empresa de Carga por Camiones, Reinier Molina Cárdenas, en la cual plantea su inconformidad con haber sido vetado de recibir los beneficios del salario del mes 13, debido al resultado de deficiente en el Control Interno, obtenido en una auditoría fiscal realizada a la UEB.;inconformidad;inconformidad;f;;;;1
cartas_2018-11-30_empresa-de-carga-por-camiones-explica-sobre-pago-del-mes-13.html.xml.txt;1;En fecha viernes 31 de agosto del 2017 se publicó en el periódico Granma la carta La ineficiencia de unos, que impacta a todos, referente a la queja del trabajador de la UEB Camiones Güines perteneciente a la Empresa de Carga por Camiones, Reinier Molina Cárdenas, en la cual plantea su inconformidad con haber sido vetado de recibir los beneficios del salario del mes 13, debido al resultado de deficiente en el Control Interno, obtenido en una auditoría fiscal realizada a la UEB.;recibir;recibir;v;;;;0
cartas_2018-11-30_en-busca-de-su-expediente-laboral.html.xml.txt;1;Tras 24 años de trabajo como ingeniero hidráulico me encuentro en una difícil situación.;trabajo;trabajo;m;;;;0
cartas_2018-11-30_en-busca-de-su-expediente-laboral.html.xml.txt;1;Tras 24 años de trabajo como ingeniero hidráulico me encuentro en una difícil situación.;encuentro;encuentro;m;;;;0
cartas_2018-11-30_en-busca-de-su-expediente-laboral.html.xml.txt;1;Tras 24 años de trabajo como ingeniero hidráulico me encuentro en una difícil situación.;situación;situación;f;;;;1
cartas_2018-11-30_en-busca-de-su-expediente-laboral.html.xml.txt;2;Mi último centro de trabajo fue la UMIV (Unidad Municipal Inversionista de la Vivienda), en Compostela 107, La Habana Vieja, hasta julio del 2008, cuando solicité mi baja y me la dieron sin entregarme el expediente laboral, ni un resumen de mi trayectoria como trabajador.;centro;centro;m;;;;0
cartas_2018-11-30_en-busca-de-su-expediente-laboral.html.xml.txt;2;Mi último centro de trabajo fue la UMIV (Unidad Municipal Inversionista de la Vivienda), en Compostela 107, La Habana Vieja, hasta julio del 2008, cuando solicité mi baja y me la dieron sin entregarme el expediente laboral, ni un resumen de mi trayectoria como trabajador.;trabajo;trabajo;m;;;;0
cartas_2018-11-30_en-busca-de-su-expediente-laboral.html.xml.txt;2;Mi último centro de trabajo fue la UMIV (Unidad Municipal Inversionista de la Vivienda), en Compostela 107, La Habana Vieja, hasta julio del 2008, cuando solicité mi baja y me la dieron sin entregarme el expediente laboral, ni un resumen de mi trayectoria como trabajador.;vieja;vieja;f;;;;0
cartas_2018-11-30_la-guapa-con-bajo-voltaje.html.xml.txt;1;Los vecinos del kilómetro 14 de la carretera a la Coloma, comunidad más conocida como el barrio La Guapa, tenemos una situación crítica en cuanto al voltaje.;comunidad;comunidad;f;;;;0
cartas_2018-11-30_la-guapa-con-bajo-voltaje.html.xml.txt;1;Los vecinos del kilómetro 14 de la carretera a la Coloma, comunidad más conocida como el barrio La Guapa, tenemos una situación crítica en cuanto al voltaje.;situación;situación;f;;;;1
cartas_2018-11-30_la-guapa-con-bajo-voltaje.html.xml.txt;2;La empresa eléctrica provincial hizo una visita al lugar y comprobó que en solo una vivienda, de las ocho, llegaba a 109 de voltaje, cuando todas debieran alcanzar 120.;visita;visita;f;;;;0
cartas_2018-11-30_la-guapa-con-bajo-voltaje.html.xml.txt;2;La empresa eléctrica provincial hizo una visita al lugar y comprobó que en solo una vivienda, de las ocho, llegaba a 109 de voltaje, cuando todas debieran alcanzar 120.;alcanzar;alcanzar;v;;;;0
